AppName,ExecutablePath,ShortcutPath,AppUserModelID
AsFilterDriverEx,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\FilterDriver\AsFilterDriverEx.exe,,
ArmouryLiveUpdate,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\FilterDriver\x64\Win10\ROGMS\ArmouryLiveUpdate.exe,,
ArmouryUpdate,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\FilterDriver\x64\Win10\ROGMS\ArmouryUpdate.exe,,
killproc,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\FilterDriver\x64\Win10\ROGMS\killproc.exe,,
AsTaskSchedArg,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\Schedule\AsTaskSchedArg.exe,,
KillProc_framewoork,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\Schedule\KillProc_framewoork.exe,,
RegSchdTask,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\Schedule\RegSchdTask.exe,,
P303LocalUpdate,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\ShareFromArmouryIII\Mouse\ROG Strix Impact\P303LocalUpdate.exe,,
ISP,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\ShareFromArmouryIII\Mouse\ROG Strix Impact\Upgrade_P303\ISP.exe,,
P305LocalUpdate,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\ShareFromArmouryIII\Mouse\TUF GAMING M3\P305LocalUpdate.exe,,
P305_FWUpdateTool,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\ShareFromArmouryIII\Mouse\TUF GAMING M3\Upgrade_P305\P305_FWUpdateTool.exe,,
P308_FWUpdateTool,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\ShareFromArmouryIII\Mouse\TUF GAMING P308\Upgrade_P305\P308_FWUpdateTool.exe,,
ArmourySwAgent,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\SwAgent\ArmourySwAgent.exe,,
FanOSD,C:\Program Files (x86)\ASUS\ArmouryDevice\dll\SwAgent\FanOSD\FanOSD.exe,,
ASUSSmartDisplayControl,C:\Program Files (x86)\ASUS\ASUS Smart Display Control\ASUSSmartDisplayControl.exe,,
vc_redist.x86,C:\Program Files (x86)\ASUS\ASUS Smart Display Control\vc_redist.x86.exe,,
ArmouryCrateSetup,C:\Program Files (x86)\ASUS\AsusGamingCenterInstallPackage\ArmouryCrateSetup.exe,,
AsusAppxLauncher,C:\Program Files (x86)\ASUS\AsusGamingCenterInstallPackage\AsusAppxLauncher.exe,,
ASUSGCDriverInitialClient,C:\Program Files (x86)\ASUS\AsusGamingCenterInstallPackage\ASUSGCDriverInitialClient.exe,,
AsusGCGridServiceSetup,C:\Program Files (x86)\ASUS\AsusGamingCenterInstallPackage\AsusGCGridServiceSetup.exe,,
AsusSetup,C:\Program Files (x86)\ASUS\AsusGamingCenterInstallPackage\AsusSetup.exe,,
Armoury Crate Installer,C:\Program Files (x86)\ASUS\AsusROGLSLService\Armoury Crate Installer.exe,,
AsusROGLSLService,C:\Program Files (x86)\ASUS\AsusROGLSLService\AsusROGLSLService.exe,,
AsZip,C:\Program Files (x86)\ASUS\AsusROGLSLService\AsZip.exe,,
CheckTool,C:\Program Files (x86)\ASUS\AsusROGLSLService\CheckTool.exe,,
QueryUWP,C:\Program Files (x86)\ASUS\AsusROGLSLService\QueryUWP.exe,,
SetupAURACreator,C:\Program Files (x86)\ASUS\AURACreator\SetupAURACreator.exe,,
GameSDK,C:\Program Files (x86)\ASUS\GameSDK Service\GameSDK.exe,,
onePackageLoader,C:\Program Files (x86)\ASUS\ROGLSLoader\onePackageLoader.exe,,
ROGLSLoader,C:\Program Files (x86)\ASUS\ROGLSLoader\ROGLSLoader.exe,,
ErrorReporter,C:\Program Files (x86)\ASUS\ROGLSLoader\ErrorReporter\ErrorReporter.exe,,
AsusUpdate,C:\Program Files (x86)\ASUS\Update\AsusUpdate.exe,,
AsusCrashHandler,C:\Program Files (x86)\ASUS\Update\1.3.107.131\AsusCrashHandler.exe,,
AsusCrashHandler64,C:\Program Files (x86)\ASUS\Update\1.3.107.131\AsusCrashHandler64.exe,,
AsusUpdateBroker,C:\Program Files (x86)\ASUS\Update\1.3.107.131\AsusUpdateBroker.exe,,
AsusUpdateComRegisterShell64,C:\Program Files (x86)\ASUS\Update\1.3.107.131\AsusUpdateComRegisterShell64.exe,,
AsusUpdateCore,C:\Program Files (x86)\ASUS\Update\1.3.107.131\AsusUpdateCore.exe,,
AsusUpdateOnDemand,C:\Program Files (x86)\ASUS\Update\1.3.107.131\AsusUpdateOnDemand.exe,,
AsusUpdater,C:\Program Files (x86)\ASUS\Update\1.3.107.131\AsusUpdater.exe,,
Get-AppxVersion,C:\Program Files (x86)\ASUS\Update\1.3.107.131\Get-AppxVersion.exe,,
Virtual Pet Installer,C:\Program Files (x86)\ASUS\VirtualPet\Virtual Pet Installer.exe,,
BEViewerLauncher,C:\Program Files (x86)\Bulk Extractor 1.5.5\64-bit\BEViewerLauncher.exe,,
bulk_extractor,C:\Program Files (x86)\Bulk Extractor 1.5.5\64-bit\bulk_extractor.exe,,
cmu32,C:\Program Files (x86)\CodeMeter\Runtime\bin\cmu32.exe,,
CodeMeter,C:\Program Files (x86)\CodeMeter\Runtime\bin\CodeMeter.exe,,
IKernel,C:\Program Files (x86)\Common Files\InstallShield\Engine\6\Intel 32\IKernel.exe,,
jaureg,C:\Program Files (x86)\Common Files\Java\Java Update\jaureg.exe,,
jucheck,C:\Program Files (x86)\Common Files\Java\Java Update\jucheck.exe,,
jusched,C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe,,
pipanel,C:\Program Files (x86)\Common Files\Microsoft Shared\ink\pipanel.exe,,
TabTip32,C:\Program Files (x86)\Common Files\Microsoft Shared\ink\TabTip32.exe,,
old_OverwolfUpdater,C:\Program Files (x86)\Common Files\Overwolf\old_OverwolfUpdater.exe,,
OverwolfUpdater,C:\Program Files (x86)\Common Files\Overwolf\OverwolfUpdater.exe,,
OverwolfHelper,C:\Program Files (x86)\Common Files\Overwolf\0.275.0.13\OverwolfHelper.exe,,
OverwolfHelper64,C:\Program Files (x86)\Common Files\Overwolf\0.275.0.13\OverwolfHelper64.exe,,
ow-overlay,C:\Program Files (x86)\Common Files\Overwolf\0.275.0.13\ow-overlay.exe,,
owver64,C:\Program Files (x86)\Common Files\Overwolf\OverwolfUpdater\owver64.exe,,
inject-helper32,C:\Program Files (x86)\Common Files\Overwolf\ow-obs\inject-helper32.exe,,
inject-helper64,C:\Program Files (x86)\Common Files\Overwolf\ow-obs\inject-helper64.exe,,
OverwolfTSHelper,C:\Program Files (x86)\Common Files\Overwolf\Teamspeak\OverwolfTSHelper.exe,,
drivers,C:\Program Files (x86)\Common Files\Steam\drivers.exe,,
secure_desktop_capture,C:\Program Files (x86)\Common Files\Steam\secure_desktop_capture.exe,,
steamservice,C:\Program Files (x86)\Common Files\Steam\steamservice.exe,,
steamxboxutil64,C:\Program Files (x86)\Common Files\Steam\steamxboxutil64.exe,,
vmware-usbarbitrator,C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator.exe,,
vmware-usbarbitrator64,C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe,,
vnetlib,C:\Program Files (x86)\Common Files\VMware\USB\vnetlib.exe,,
vnetlib64,C:\Program Files (x86)\Common Files\VMware\USB\vnetlib64.exe,,
DXSETUP,C:\Program Files (x86)\Epic Games\DirectXRedist\DXSETUP.exe,,
EpicOnlineServices,C:\Program Files (x86)\Epic Games\Epic Online Services\EpicOnlineServices.exe,,
EpicOnlineServicesInstallHelper,C:\Program Files (x86)\Epic Games\Epic Online Services\EpicOnlineServicesInstallHelper.exe,,
EpicOnlineServicesUIHelper,C:\Program Files (x86)\Epic Games\Epic Online Services\EpicOnlineServicesUIHelper.exe,,
EpicOnlineServicesUserHelper,C:\Program Files (x86)\Epic Games\Epic Online Services\EpicOnlineServicesUserHelper.exe,,
CrashReportClient,C:\Program Files (x86)\Epic Games\Epic Online Services\Engine\Binaries\Win32\CrashReportClient.exe,,
EpicOnlineServicesHost,C:\Program Files (x86)\Epic Games\Epic Online Services\service\EpicOnlineServicesHost.exe,,
EpicGamesLauncher,C:\Program Files (x86)\Epic Games\Launcher\Engine\Binaries\Win32\EpicGamesLauncher.exe,,
EpicWebHelper,C:\Program Files (x86)\Epic Games\Launcher\Engine\Binaries\Win64\EpicWebHelper.exe,,
UnrealEngineLauncher,C:\Program Files (x86)\Epic Games\Launcher\Engine\Binaries\Win64\UnrealEngineLauncher.exe,,
UnrealVersionSelector,C:\Program Files (x86)\Epic Games\Launcher\Engine\Binaries\Win64\UnrealVersionSelector.exe,,
EpicGamesUpdater,C:\Program Files (x86)\Epic Games\Launcher\Portal\Binaries\Win32\EpicGamesUpdater.exe,,
EpicOnlineServicesInstaller,C:\Program Files (x86)\Epic Games\Launcher\Portal\Extras\EOS\EpicOnlineServicesInstaller.exe,,
InstallChainer,C:\Program Files (x86)\Epic Games\Launcher\Portal\Extras\EOS\InstallChainer.exe,,
EOSBootStrapper,C:\Program Files (x86)\Epic Games\Launcher\Portal\Extras\EOSBootStrapper\EOSBootStrapper.exe,,
EOSOverlayRenderer-Win32-Shipping,C:\Program Files (x86)\Epic Games\Launcher\Portal\Extras\Overlay\EOSOverlayRenderer-Win32-Shipping.exe,,
EOSOverlayRenderer-Win64-Shipping,C:\Program Files (x86)\Epic Games\Launcher\Portal\Extras\Overlay\EOSOverlayRenderer-Win64-Shipping.exe,,
LauncherPrereqSetup_x64,C:\Program Files (x86)\Epic Games\Launcher\Portal\Extras\Redist\LauncherPrereqSetup_x64.exe,,
FEXImager,C:\Program Files (x86)\GetData\Recover My Files v6\FEXImager.exe,,
LicenseManager,C:\Program Files (x86)\GetData\Recover My Files v6\LicenseManager.exe,,
RecoverMyFiles,C:\Program Files (x86)\GetData\Recover My Files v6\RecoverMyFiles.exe,,
CrashReporter,C:\Program Files (x86)\GOG Galaxy\CrashReporter.exe,,
GalaxyClient Helper,C:\Program Files (x86)\GOG Galaxy\GalaxyClient Helper.exe,,
GalaxyClient,C:\Program Files (x86)\GOG Galaxy\GalaxyClient.exe,,
GalaxyClientService,C:\Program Files (x86)\GOG Galaxy\GalaxyClientService.exe,,
GOG Galaxy Notifications Renderer,C:\Program Files (x86)\GOG Galaxy\GOG Galaxy Notifications Renderer.exe,,
chardetect,C:\Program Files (x86)\GOG Galaxy\plugins\GalaxyPluginEpic\bin\chardetect.exe,,
GoogleUpdate,C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,,
FrameworkServiceSetup,C:\Program Files (x86)\InstallShield Installation Information\{339A6383-7862-46DA-8A9D-E84180EF9424}\FrameworkServiceSetup.exe,,
MainSDKPluginSetup,C:\Program Files (x86)\InstallShield Installation Information\{36805427-5E52-4EE4-8306-50F4E3F28A3B}\MainSDKPluginSetup.exe,,
MicrosoftEdgeWebView2RuntimeInstallerX64,C:\Program Files (x86)\InstallShield Installation Information\{36805427-5E52-4EE4-8306-50F4E3F28A3B}\MicrosoftEdgeWebView2RuntimeInstallerX64.exe,,
SdkSetup,C:\Program Files (x86)\InstallShield Installation Information\{6EE02C78-E908-493B-B1A6-D64AFC53002F}\SdkSetup.exe,,
LightingService,C:\Program Files (x86)\LightingService\LightingService.exe,,
Screen_intf,C:\Program Files (x86)\LightingService\Screen_intf.exe,,
MD5Calculator,C:\Program Files (x86)\MD5 Calculator\MD5Calculator.exe,,
msedge,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,
msedge_proxy,C:\Program Files (x86)\Microsoft\Edge\Application\msedge_proxy.exe,,
pwahelper,C:\Program Files (x86)\Microsoft\Edge\Application\pwahelper.exe,,
cookie_exporter,C:\Program Files (x86)\Microsoft\Edge\Application\136.0.3240.76\cookie_exporter.exe,,
identity_helper,C:\Program Files (x86)\Microsoft\Edge\Application\136.0.3240.76\identity_helper.exe,,
msedgewebview2,C:\Program Files (x86)\Microsoft\Edge\Application\136.0.3240.76\msedgewebview2.exe,,
msedge_pwa_launcher,C:\Program Files (x86)\Microsoft\Edge\Application\136.0.3240.76\msedge_pwa_launcher.exe,,
notification_click_helper,C:\Program Files (x86)\Microsoft\Edge\Application\136.0.3240.76\notification_click_helper.exe,,
ie_to_edge_stub,C:\Program Files (x86)\Microsoft\Edge\Application\136.0.3240.76\BHO\ie_to_edge_stub.exe,,
MicrosoftEdgeUpdate,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,,
MicrosoftEdgeComRegisterShellARM64,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.195.61\MicrosoftEdgeComRegisterShellARM64.exe,,
MicrosoftEdgeUpdateBroker,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.195.61\MicrosoftEdgeUpdateBroker.exe,,
MicrosoftEdgeUpdateComRegisterShell64,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.195.61\MicrosoftEdgeUpdateComRegisterShell64.exe,,
MicrosoftEdgeUpdateCore,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.195.61\MicrosoftEdgeUpdateCore.exe,,
MicrosoftEdgeUpdateOnDemand,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.195.61\MicrosoftEdgeUpdateOnDemand.exe,,
MicrosoftEdgeUpdateSetup,C:\Program Files (x86)\Microsoft\EdgeUpdate\1.3.195.61\MicrosoftEdgeUpdateSetup.exe,,
MicrosoftEdge_X64_136.0.3240.76_136.0.3240.64,C:\Program Files (x86)\Microsoft\EdgeUpdate\Download\{56EB18F8-B008-4CBD-B6D2-8C97FE7E9062}\136.0.3240.76\MicrosoftEdge_X64_136.0.3240.76_136.0.3240.64.exe,,
MicrosoftEdgeUpdateSetup_X86_1.3.195.61,C:\Program Files (x86)\Microsoft\EdgeUpdate\Download\{F3C4FE00-EFD5-403B-9569-398A20F1BA4A}\1.3.195.61\MicrosoftEdgeUpdateSetup_X86_1.3.195.61.exe,,
NVIDIA Web Helper,C:\Program Files (x86)\NVIDIA Corporation\NvNode\NVIDIA Web Helper.exe,,
nvnodejslauncher,C:\Program Files (x86)\NVIDIA Corporation\NvNode\nvnodejslauncher.exe,,
OverwolfLauncher,C:\Program Files (x86)\Overwolf\OverwolfLauncher.exe,,
OWUninstaller,C:\Program Files (x86)\Overwolf\OWUninstaller.exe,,
OverwolfBenchmarking,C:\Program Files (x86)\Overwolf\0.275.0.13\OverwolfBenchmarking.exe,,
OverwolfBrowser,C:\Program Files (x86)\Overwolf\0.275.0.13\OverwolfBrowser.exe,,
OverwolfCrashHandler,C:\Program Files (x86)\Overwolf\0.275.0.13\OverwolfCrashHandler.exe,,
OWCleanup,C:\Program Files (x86)\Overwolf\0.275.0.13\OWCleanup.exe,,
OWUninstallMenu,C:\Program Files (x86)\Overwolf\0.275.0.13\OWUninstallMenu.exe,,
OverwolfLauncherProxy,C:\Program Files (x86)\Overwolf\0.275.0.13\Resources\OverwolfLauncherProxy.exe,,
cdrecord,C:\Program Files (x86)\R-Drive Image\cdrecord.exe,,
hhe,C:\Program Files (x86)\R-Drive Image\hhe.exe,,
R-DriveImage,C:\Program Files (x86)\R-Drive Image\R-DriveImage.exe,,
R-DriveImage32,C:\Program Files (x86)\R-Drive Image\R-DriveImage32.exe,,
R-DriveImage64,C:\Program Files (x86)\R-Drive Image\R-DriveImage64.exe,,
r-driveimagecl,C:\Program Files (x86)\R-Drive Image\r-driveimagecl.exe,,
RdrVmpUninstall32,C:\Program Files (x86)\R-Drive Image\RdrVmpUninstall32.exe,,
RdrVmpUninstall64,C:\Program Files (x86)\R-Drive Image\RdrVmpUninstall64.exe,,
rhelper,C:\Program Files (x86)\R-Drive Image\rhelper.exe,,
rsm,C:\Program Files (x86)\R-Drive Image\rsm.exe,,
rvss64,C:\Program Files (x86)\R-Drive Image\rvss64.exe,,
GameOverlayUI,C:\Program Files (x86)\Steam\GameOverlayUI.exe,,
steam,C:\Program Files (x86)\Steam\steam.exe,,
steamerrorreporter,C:\Program Files (x86)\Steam\steamerrorreporter.exe,,
steamerrorreporter64,C:\Program Files (x86)\Steam\steamerrorreporter64.exe,,
steamsysinfo,C:\Program Files (x86)\Steam\steamsysinfo.exe,,
streaming_client,C:\Program Files (x86)\Steam\streaming_client.exe,,
WriteMiniDump,C:\Program Files (x86)\Steam\WriteMiniDump.exe,,
fossilize-replay,C:\Program Files (x86)\Steam\bin\fossilize-replay.exe,,
fossilize-replay64,C:\Program Files (x86)\Steam\bin\fossilize-replay64.exe,,
gldriverquery,C:\Program Files (x86)\Steam\bin\gldriverquery.exe,,
gldriverquery64,C:\Program Files (x86)\Steam\bin\gldriverquery64.exe,,
steamxboxutil,C:\Program Files (x86)\Steam\bin\steamxboxutil.exe,,
steam_monitor,C:\Program Files (x86)\Steam\bin\steam_monitor.exe,,
vulkandriverquery,C:\Program Files (x86)\Steam\bin\vulkandriverquery.exe,,
vulkandriverquery64,C:\Program Files (x86)\Steam\bin\vulkandriverquery64.exe,,
x64launcher,C:\Program Files (x86)\Steam\bin\x64launcher.exe,,
x86launcher,C:\Program Files (x86)\Steam\bin\x86launcher.exe,,
steamwebhelper,C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe,,
SteamworksExample,C:\Program Files (x86)\Steam\steamapps\common\Spacewar\SteamworksExample.exe,,
NDP472-KB4054530-x86-x64-AllOS-ENU,C:\Program Files (x86)\Steam\steamapps\common\Steamworks Shared\_CommonRedist\DotNet\4.7\NDP472-KB4054530-x86-x64-AllOS-ENU.exe,,
Installer,C:\Program Files (x86)\Technitium\TMACv6.0\Installer.exe,,
TMAC,C:\Program Files (x86)\Technitium\TMACv6.0\TMAC.exe,,
vlc-cache-gen,C:\Program Files (x86)\VideoLAN\VLC\vlc-cache-gen.exe,,
vlc,C:\Program Files (x86)\VideoLAN\VLC\vlc.exe,,
autostart-helper,C:\Program Files (x86)\VMware\VMware Workstation\autostart-helper.exe,,
containerd-shim-crx-v2,C:\Program Files (x86)\VMware\VMware Workstation\containerd-shim-crx-v2.exe,,
containerd,C:\Program Files (x86)\VMware\VMware Workstation\containerd.exe,,
drvInst64,C:\Program Files (x86)\VMware\VMware Workstation\drvInst64.exe,,
mkisofs,C:\Program Files (x86)\VMware\VMware Workstation\mkisofs.exe,,
vmcli,C:\Program Files (x86)\VMware\VMware Workstation\vmcli.exe,,
vmnat,C:\Program Files (x86)\VMware\VMware Workstation\vmnat.exe,,
vmnetcfg,C:\Program Files (x86)\VMware\VMware Workstation\vmnetcfg.exe,,
VMnetDHCP,C:\Program Files (x86)\VMware\VMware Workstation\VMnetDHCP.exe,,
vmplayer,C:\Program Files (x86)\VMware\VMware Workstation\vmplayer.exe,,
vmrest,C:\Program Files (x86)\VMware\VMware Workstation\vmrest.exe,,
vmrun,C:\Program Files (x86)\VMware\VMware Workstation\vmrun.exe,,
vmss2core,C:\Program Files (x86)\VMware\VMware Workstation\vmss2core.exe,,
vmUpdateLauncher,C:\Program Files (x86)\VMware\VMware Workstation\vmUpdateLauncher.exe,,
vmware-authd,C:\Program Files (x86)\VMware\VMware Workstation\vmware-authd.exe,,
vmware-autostart,C:\Program Files (x86)\VMware\VMware Workstation\vmware-autostart.exe,,
vmware-kvm,C:\Program Files (x86)\VMware\VMware Workstation\vmware-kvm.exe,,
vmware-remotemks,C:\Program Files (x86)\VMware\VMware Workstation\vmware-remotemks.exe,,
vmware-tray,C:\Program Files (x86)\VMware\VMware Workstation\vmware-tray.exe,,
vmware-vdiskmanager,C:\Program Files (x86)\VMware\VMware Workstation\vmware-vdiskmanager.exe,,
vmware,C:\Program Files (x86)\VMware\VMware Workstation\vmware.exe,,
vnetsniffer,C:\Program Files (x86)\VMware\VMware Workstation\vnetsniffer.exe,,
vnetstats,C:\Program Files (x86)\VMware\VMware Workstation\vnetstats.exe,,
zip,C:\Program Files (x86)\VMware\VMware Workstation\zip.exe,,
docker-machine-driver-vmware,C:\Program Files (x86)\VMware\VMware Workstation\bin\docker-machine-driver-vmware.exe,,
vctl,C:\Program Files (x86)\VMware\VMware Workstation\bin\vctl.exe,,
ovftool,C:\Program Files (x86)\VMware\VMware Workstation\OVFTool\ovftool.exe,,
storePwd,C:\Program Files (x86)\VMware\VMware Workstation\Resources\storePwd.exe,,
VMwareToolsUpgrader,C:\Program Files (x86)\VMware\VMware Workstation\tools-upgraders\VMwareToolsUpgrader.exe,,
VMwareToolsUpgrader9x,C:\Program Files (x86)\VMware\VMware Workstation\tools-upgraders\VMwareToolsUpgrader9x.exe,,
VMwareToolsUpgraderNT,C:\Program Files (x86)\VMware\VMware Workstation\tools-upgraders\VMwareToolsUpgraderNT.exe,,
mksSandbox-debug,C:\Program Files (x86)\VMware\VMware Workstation\x64\mksSandbox-debug.exe,,
mksSandbox-stats,C:\Program Files (x86)\VMware\VMware Workstation\x64\mksSandbox-stats.exe,,
mksSandbox,C:\Program Files (x86)\VMware\VMware Workstation\x64\mksSandbox.exe,,
tpm2emu,C:\Program Files (x86)\VMware\VMware Workstation\x64\tpm2emu.exe,,
vmware-vmx-debug,C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx-debug.exe,,
vmware-vmx-stats,C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx-stats.exe,,
vmware-vmx,C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx.exe,,
